date,UID,click,url,regionCode,city,k_page,vec
2016-12-10 22:21:10 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p18,0:1:0:0:1
2016-12-10 22:27:01 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p19,0:1:1:0:0
2016-12-10 22:28:16 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p18,0:0:0:0:1
2016-12-10 22:28:48 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p05,1:1:1:0:1
2016-12-10 22:29:12 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p22,0:0:1:1:1
2016-12-10 22:29:33 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p05,1:1:1:1:0
2016-12-10 22:47:29 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p05,1:0:1:0:0
2016-12-10 22:47:31 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p14,1:1:1:1:1
2016-12-10 22:56:22 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p14,1:0:0:0:1
2016-12-10 23:53:21 UTC,a5a2f669-cdc7-4f8f-a8f6-9d9062d10487,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,20,matsumoto,p01,0:0:0:1:1
2016-12-10 23:53:29 UTC,a5a2f669-cdc7-4f8f-a8f6-9d9062d10487,,https://passnavi.evidus.com/search_univ/2910/ippan.html,20,matsumoto,p19,1:0:0:1:0
2016-12-10 23:56:23 UTC,a5a2f669-cdc7-4f8f-a8f6-9d9062d10487,,https://passnavi.evidus.com/search_univ/2910/ippan.html,20,matsumoto,p14,1:0:1:0:0
2016-12-10 23:56:47 UTC,a5a2f669-cdc7-4f8f-a8f6-9d9062d10487,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,20,matsumoto,p14,1:1:0:0:1
2016-12-11 06:36:35 UTC,f1c72c08-756b-4d9c-b066-f0477741eed3,,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p02,1:1:1:0:0
2016-12-11 06:37:09 UTC,f1c72c08-756b-4d9c-b066-f0477741eed3,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p10,1:1:1:0:0
2016-12-11 06:37:18 UTC,f1c72c08-756b-4d9c-b066-f0477741eed3,,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p14,0:0:0:1:0
2016-12-11 20:30:17 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p01,1:0:1:1:0
2016-12-11 20:30:25 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p02,0:0:0:1:1
2016-12-11 22:54:08 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,0:1:1:0:0
2016-12-11 23:02:37 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p01,1:0:1:1:0
2016-12-11 23:08:01 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p02,1:1:0:1:0
2016-12-11 23:08:38 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,0:1:1:1:1
2016-12-11 23:12:10 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p02,0:1:1:0:1
2016-12-11 23:12:14 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,1:0:0:1:1
2016-12-11 23:13:49 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,1:0:1:0:0
2016-12-11 23:23:52 UTC,73cb75c1-422a-4b69-ba22-67e72430be4e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,0:1:1:0:1
2016-12-12 01:54:10 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p01,1:1:1:1:1
2016-12-12 01:54:17 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p18,1:1:0:1:0
2016-12-12 12:46:08 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:0:0:0:1
2016-12-12 12:46:24 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:0:1:1
2016-12-12 12:47:06 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:0:0:1
2016-12-12 12:47:15 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,0:1:0:0:1
2016-12-12 12:47:58 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:1:1:1:0
2016-12-12 12:48:51 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:0:0:1:1
2016-12-12 12:48:52 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,1:0:0:1:0
2016-12-12 12:48:55 UTC,031edab4-db96-498f-8c10-c9130d1d85fc,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,1:0:1:1:0
2016-12-12 23:30:11 UTC,e4243872-acb7-411e-964a-8dbfc75788fb,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p14,0:0:1:1:1
2016-12-12 23:33:18 UTC,e4243872-acb7-411e-964a-8dbfc75788fb,,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p14,0:1:0:0:0
2016-12-12 23:34:09 UTC,e4243872-acb7-411e-964a-8dbfc75788fb,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p19,1:0:1:0:0
2016-12-12 23:36:56 UTC,e4243872-acb7-411e-964a-8dbfc75788fb,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,12,chiba,p18,1:0:0:1:0
2016-12-13 02:08:47 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p01,1:0:0:1:0
2016-12-13 02:08:53 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p02,0:1:1:0:1
2016-12-13 02:09:06 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p20,1:1:0:0:0
2016-12-13 02:09:09 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p13,1:1:0:1:0
2016-12-13 02:09:31 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p18,0:0:1:1:0
2016-12-13 02:14:31 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p02,0:0:1:1:0
2016-12-13 02:14:32 UTC,aeec25b5-b4a4-45cd-8601-d2de885a00b5,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,23,nagoya,p01,0:0:0:0:1
2016-12-14 07:56:28 UTC,206d7120-5ac9-4a32-bf38-1863c8685a1f,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p14,1:0:1:0:0
2016-12-14 07:56:32 UTC,206d7120-5ac9-4a32-bf38-1863c8685a1f,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p14,1:1:0:0:1
2016-12-14 09:21:22 UTC,517fbcd6-80c5-4858-b576-9ea5229e60b6,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p18,1:0:0:0:0
2016-12-14 11:20:10 UTC,cdd64be0-f9d3-4e66-badc-9e09e09804bf,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,11,saitama,p13,0:0:1:0:1
2016-12-14 11:23:00 UTC,cdd64be0-f9d3-4e66-badc-9e09e09804bf,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,11,saitama,p13,1:1:0:0:1
2016-12-14 11:23:08 UTC,cdd64be0-f9d3-4e66-badc-9e09e09804bf,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,11,saitama,p18,1:0:0:0:0
2016-12-14 11:31:28 UTC,cdd64be0-f9d3-4e66-badc-9e09e09804bf,,https://passnavi.evidus.com/search_univ/2910/ippan.html,11,saitama,p13,0:0:0:0:0
2016-12-14 11:41:34 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,1:1:0:0:0
2016-12-14 11:41:42 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,0:0:0:1:1
2016-12-14 11:41:52 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:0:0:0:1
2016-12-14 11:56:56 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:1:0:0:0
2016-12-14 12:01:10 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,1:0:1:0:1
2016-12-14 12:23:34 UTC,206d7120-5ac9-4a32-bf38-1863c8685a1f,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p14,0:1:1:0:1
2016-12-14 12:46:48 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p14,0:1:0:0:1
2016-12-14 12:47:00 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p19,0:1:1:1:0
2016-12-14 12:48:23 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p14,0:1:0:1:0
2016-12-14 12:51:38 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p14,0:1:0:1:1
2016-12-14 12:51:51 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p19,0:1:0:1:1
2016-12-14 12:54:18 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p18,0:0:0:0:1
2016-12-14 12:59:03 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p18,1:0:0:1:1
2016-12-14 13:02:37 UTC,06c91691-6b64-41a9-94b2-d4c6b5ad3d85,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p18,1:0:0:1:1
2016-12-14 13:24:31 UTC,206d7120-5ac9-4a32-bf38-1863c8685a1f,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,1:0:1:0:1
2016-12-14 13:24:39 UTC,206d7120-5ac9-4a32-bf38-1863c8685a1f,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,1:1:1:1:0
2016-12-14 14:51:32 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,0:1:0:1:0
2016-12-14 14:51:41 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,1:1:1:0:1
2016-12-14 14:52:15 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,0:1:0:1:1
2016-12-14 14:52:34 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,0:1:1:0:0
2016-12-14 14:52:56 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p02,1:1:1:1:1
2016-12-14 14:55:24 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,0:0:0:0:1
2016-12-14 14:55:31 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:1:0:1:0
2016-12-14 15:05:17 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,0:1:0:0:1
2016-12-14 15:05:26 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:1:0:1
2016-12-14 15:05:39 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:0:1:1
2016-12-14 15:05:42 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:1:0:1
2016-12-14 15:05:51 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:1:1:1
2016-12-14 15:05:56 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:0:0:1
2016-12-14 15:05:58 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:0:0:1:1
2016-12-14 15:06:02 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:1:0:1
2016-12-14 15:06:11 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:1:1:1
2016-12-14 15:06:48 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:1:1:0
2016-12-14 15:06:56 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:0:1:0
2016-12-14 15:07:02 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:1:1:1
2016-12-14 15:07:03 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:1:0:0
2016-12-14 15:07:08 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:1:0:0
2016-12-14 15:07:09 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:0:1:0
2016-12-14 15:07:19 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:0:1:1
2016-12-14 15:07:21 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:1:1:0:0
2016-12-14 15:07:23 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,0:0:0:0:0
2016-12-14 15:07:24 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:1:0:0
2016-12-14 15:07:28 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:1:1:0:1
2016-12-14 15:08:04 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p19,0:0:1:0:0
2016-12-14 15:10:27 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,1:0:0:0:1
2016-12-14 15:10:28 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:0:1:0:1
2016-12-14 15:10:32 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:0:1:0:1
2016-12-14 15:10:46 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p14,1:0:1:0:1
2016-12-14 15:10:50 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,1:1:1:1:1
2016-12-14 15:10:57 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:1:1:0:1
2016-12-14 15:10:57 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:0:0:1:0
2016-12-14 15:11:01 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p13,0:1:0:0:1
2016-12-14 15:11:19 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,0:1:0:1:1
2016-12-14 15:30:02 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p01,1:1:0:0:1
2016-12-14 15:30:08 UTC,1f7a8ef2-c644-4dac-a8b9-08ffd1d563ca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,1:0:0:1:1
2016-12-14 16:49:40 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,1:1:1:0:1
2016-12-14 16:49:46 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,0:1:0:1:1
2016-12-14 16:51:28 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,1:0:0:0:0
2016-12-14 16:51:39 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,0:0:1:1:1
2016-12-14 16:54:56 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,1:1:0:0:1
2016-12-14 18:18:50 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p02,1:1:0:1:0
2016-12-14 18:18:58 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p14,1:0:1:0:0
2016-12-14 18:19:57 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p13,0:0:0:1:1
2016-12-14 18:28:20 UTC,ce0d7a08-1b48-4364-a9fc-af90c1773c0e,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,tachikawa,p21,1:1:0:1:1
2016-12-14 19:25:08 UTC,f1011004-917b-4139-bb45-189c6a6a793b,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,0:0:1:0:0
2016-12-14 23:06:55 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,0:0:1:1:0
2016-12-14 23:07:02 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,1:0:1:0:1
2016-12-14 23:07:44 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,40,kitakyushu,p14,1:0:1:1:1
2016-12-15 00:06:55 UTC,f1011004-917b-4139-bb45-189c6a6a793b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,0:0:1:1:0
2016-12-15 12:49:57 UTC,d82718bc-5af5-4f5b-bf2e-7be5ce6bbe73,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:1:1:1:1
2016-12-16 01:18:40 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p18,1:1:0:0:0
2016-12-16 01:20:40 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p19,0:0:1:1:0
2016-12-16 01:22:41 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p21,0:0:0:0:1
2016-12-16 01:24:34 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p19,0:1:1:0:1
2016-12-16 01:24:46 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p20,0:1:0:1:0
2016-12-16 01:25:01 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p14,1:0:0:0:1
2016-12-16 01:25:39 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p20,1:1:0:1:0
2016-12-16 01:25:54 UTC,73c2b491-4fdb-4fdf-88c7-9d8b25073dca,,https://passnavi.evidus.com/search_univ/2910/ippan.html,27,osaka,p08,0:1:0:1:0
2016-12-16 01:33:32 UTC,60249b70-ccc9-4b06-8930-ff3f5ef62679,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p02,0:1:0:1:1
2016-12-16 02:51:25 UTC,60249b70-ccc9-4b06-8930-ff3f5ef62679,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p02,1:1:0:0:0
2016-12-16 10:28:24 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shibuya,p18,1:0:1:0:0
2016-12-16 10:28:24 UTC,517fbcd6-80c5-4858-b576-9ea5229e60b6,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,1:0:0:0:0
2016-12-16 10:28:32 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shibuya,p19,0:0:0:0:0
2016-12-16 10:28:38 UTC,517fbcd6-80c5-4858-b576-9ea5229e60b6,,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p19,1:1:1:1:0
2016-12-16 10:29:34 UTC,517fbcd6-80c5-4858-b576-9ea5229e60b6,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,14,yokohama,p18,0:1:0:1:1
2016-12-16 10:48:52 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shibuya,p02,1:0:0:0:1
2016-12-16 10:49:02 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shibuya,p18,1:1:0:0:0
2016-12-16 19:40:50 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,minato,p02,1:0:0:1:1
2016-12-16 20:21:42 UTC,4fdfd087-1d99-44ca-81e5-db62ee0c2eba,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,minato,p18,0:0:0:0:1
2016-12-16 20:23:21 UTC,4fdfd087-1d99-44ca-81e5-db62ee0c2eba,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,minato,p13,0:0:0:1:0
2016-12-16 20:23:31 UTC,4fdfd087-1d99-44ca-81e5-db62ee0c2eba,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,minato,p13,0:1:0:1:1
2016-12-16 21:14:20 UTC,f1011004-917b-4139-bb45-189c6a6a793b,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,nerima,p18,1:0:1:1:1
2016-12-16 21:32:03 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,13,shinjuku,p02,0:1:1:1:0
2016-12-17 12:52:36 UTC,726e25b9-e5e0-4de5-bdf2-9fcc9b63f395,1,https://passnavi.evidus.com/search_univ/2910/ippan.html,11,asaka,p05,1:1:1:0:0
